Customer ID,Cluster Demo,recency,frequency,monetary,segment_overall_scoring,RFM_cluster
EL-13735,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",77.0,2,124.28,C,Recent Customer
RL-19615,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",121.0,24,6234.909999999999,A,Others
GH-14425,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",50.0,10,4172.8460000000005,B,Recent Customer
TR-21325,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",193.0,7,675.942,C,Recent Customer
JS-15685,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",42.0,11,1131.064,B,Recent Customer
SP-20620,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",47.0,24,5440.3189999999995,A,Others
ED-13885,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",135.0,14,3484.92,B,Recent Customer
MP-17470,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",719.0,14,3206.132,C,Lost Customer
SV-20815,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",76.0,6,1271.0900000000004,C,Recent Customer
PF-19120,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",835.0,19,9062.863999999998,B,Others
RP-19390,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",33.0,25,5153.084,A,Others
VM-21685,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",54.0,12,2454.866,B,Recent Customer
JL-15850,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",614.0,11,2725.2560000000003,C,Lost Cheap Customer
HE-14800,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",12.0,11,883.5320000000002,B,Recent Customer
LH-16900,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",21.0,15,2295.3320000000003,B,Recent Customer
BM-11575,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",100.0,10,808.1619999999999,C,Recent Customer
PF-19225,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",114.0,10,2206.1279999999997,C,Recent Customer
EJ-14155,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",57.0,8,2656.691,C,Recent Customer
HJ-14875,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",126.0,6,358.1,C,Recent Customer
VG-21790,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",154.0,8,846.0100000000001,C,Recent Customer
FA-14230,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",97.0,17,2984.053999999999,B,Recent Customer
KN-16450,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",52.0,8,2171.9620000000004,C,Recent Customer
PJ-18835,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",39.0,13,1220.0900000000001,B,Recent Customer
AZ-10750,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",160.0,12,1622.018,B,Recent Customer
IM-15055,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",409.0,4,2872.6300000000006,C,Almost Lost
AG-10765,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",77.0,5,170.584,C,Recent Customer
RF-19345,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",390.0,16,3309.1500000000005,B,Others
VT-21700,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",1000.0,9,1736.596,C,Lost Cheap Customer
LC-17140,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",13.0,19,2633.582,B,Others
BP-11155,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",89.0,11,1697.861,B,Recent Customer
HF-14995,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",21.0,19,2533.1639999999998,B,Others
NC-18340,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",224.0,17,2461.404000000001,C,Almost Lost
SS-20875,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",120.0,15,964.6360000000002,B,Recent Customer
EM-14065,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",47.0,6,228.99,C,Recent Customer
SF-20965,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",48.0,17,3336.535,B,Recent Customer
KL-16645,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",47.0,29,14175.229,A,Best Customer
TP-21565,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",350.0,10,1936.64,C,Almost Lost
JR-16210,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",33.0,10,2201.686,C,Recent Customer
IM-15070,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",390.0,21,4930.473999999999,B,Loyal Customer
RA-19285,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",5.0,17,2617.9060000000004,B,Recent Customer
HG-14845,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",54.0,10,785.628,C,Recent Customer
TC-20980,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",399.0,12,19052.217999999993,B,Big Amount Sales
HG-15025,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",6.0,11,3690.284,B,Recent Customer
AC-10615,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",6.0,18,2537.686,B,Recent Customer
DP-13390,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",358.0,14,5480.724,B,Others
AH-10210,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",6.0,13,4805.344,B,Recent Customer
HR-14770,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",13.0,13,1299.2879999999998,B,Recent Customer
AB-10060,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",54.0,18,7755.620000000001,A,Others
YS-21880,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",9.0,12,6720.444,B,Recent Customer
AB-10105,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",41.0,20,14473.570999999998,A,Best Customer
AR-10510,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",14.0,7,264.86400000000003,C,Recent Customer
TB-21175,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",58.0,11,3589.296,B,Recent Customer
RF-19840,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",6.0,11,945.222,B,Recent Customer
BH-11710,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",23.0,24,6255.351000000001,A,Others
KD-16270,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",484.0,16,8282.358,B,Big Amount Sales
DP-13105,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",6.0,14,2215.002,B,Recent Customer
BS-11665,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",582.0,11,3288.1100000000006,C,Lost Customer
DO-13435,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",133.0,13,1300.0315000000003,B,Recent Customer
EH-13765,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",135.0,32,10310.880000000001,A,Best Customer
FC-14245,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",70.0,14,3418.742,B,Recent Customer
RD-19585,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",180.0,19,2912.8940000000002,A,Others
MY-18295,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",71.0,21,4152.696000000001,A,Others
MM-18280,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",85.0,12,775.4140000000001,B,Recent Customer
PM-18940,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",386.0,4,1405.402,C,Almost Lost
SS-20515,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",491.0,6,613.4000000000001,C,Almost Lost
CJ-12010,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",189.0,20,11164.974,A,Best Customer
BO-11350,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",137.0,12,2682.728,B,Recent Customer
TS-21430,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",172.0,7,2054.14,C,Recent Customer
TB-21250,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",349.0,19,1602.3760000000002,B,Loyal Customer
CR-12580,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",57.0,6,2148.852,C,Recent Customer
GM-14680,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",152.0,11,3163.628,B,Recent Customer
AH-10030,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",12.0,11,1744.6999999999998,B,Recent Customer
JR-15670,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",593.0,3,1156.658,C,Lost Cheap Customer
DB-13615,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",33.0,11,1989.05,B,Recent Customer
TC-21535,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",4.0,10,742.558,C,Recent Customer
SC-20050,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",40.0,15,4624.572000000001,B,Recent Customer
LC-16870,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",27.0,30,2580.7039999999997,B,Others
AA-10315,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",184.0,11,5563.56,B,Recent Customer
PJ-19015,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",134.0,10,1824.2340000000002,C,Recent Customer
PK-19075,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",9.0,25,8646.934,A,Best Customer
RH-19600,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",534.0,11,2085.7400000000002,C,Almost Lost
JM-15535,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",102.0,10,1733.4430000000002,C,Recent Customer
FP-14320,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",23.0,14,4046.7460000000005,B,Recent Customer
BM-11785,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",218.0,14,1338.8419999999999,C,Almost Lost
NW-18400,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",172.0,22,7234.013999999999,A,Best Customer
MZ-17335,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",30.0,6,593.606,C,Recent Customer
DW-13480,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",217.0,11,5271.628,B,Others
JE-15715,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",46.0,22,8697.843,A,Best Customer
MC-17845,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",1.0,14,3805.714000000001,B,Recent Customer
MG-18145,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",84.0,8,3061.5429999999997,B,Recent Customer
JC-15775,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",158.0,16,2772.0550000000007,B,Recent Customer
DL-13330,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",57.0,8,585.02,C,Recent Customer
TM-21490,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",130.0,4,1094.6779999999999,C,Recent Customer
VW-21775,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",28.0,18,6134.038,B,Recent Customer
CM-12115,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",8.0,7,1661.6100000000001,C,Recent Customer
JG-15160,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",1.0,18,6366.392,B,Recent Customer
PS-18760,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",107.0,21,2181.479,B,Others
NP-18700,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",138.0,13,7903.182500000001,A,Others
JE-15475,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",193.0,13,1388.682,B,Recent Customer
CA-11965,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",96.0,10,3789.7228,B,Recent Customer
KH-16330,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",40.0,18,3312.863999999999,B,Recent Customer
AB-10600,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",50.0,8,1515.862,C,Recent Customer
ND-18460,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",183.0,8,2893.455,B,Recent Customer
JS-15880,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",534.0,9,3868.02,C,Almost Lost
AG-10270,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",278.0,14,2582.8979999999997,C,Almost Lost
BF-10975,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",91.0,13,599.798,B,Recent Customer
JC-15340,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",114.0,4,71.26299999999999,C,Recent Customer
AS-10045,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",88.0,10,3050.6920000000005,B,Recent Customer
MC-17275,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",76.0,13,2725.982,B,Recent Customer
RR-19525,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",170.0,10,3302.262,B,Recent Customer
SO-20335,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",29.0,15,2602.575500000001,B,Recent Customer
SF-20065,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",59.0,9,763.5459999999998,C,Recent Customer
SP-20920,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",70.0,14,3990.6890000000003,B,Recent Customer
AG-10390,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",114.0,8,200.94500000000002,C,Recent Customer
CA-12265,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",56.0,17,2648.2871999999998,B,Recent Customer
CP-12085,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",82.0,14,5402.253999999998,B,Recent Customer
SC-20230,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",149.0,11,4371.958000000001,B,Recent Customer
DB-13270,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",53.0,13,4655.896999999999,B,Recent Customer
PS-19045,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",236.0,13,6843.633999999999,B,Others
SM-20005,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",421.0,6,244.49400000000003,C,Almost Lost
JB-15925,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",737.0,8,900.5520000000001,C,Lost Cheap Customer
AR-10570,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",534.0,2,88.15,C,Almost Lost
GK-14620,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",112.0,14,6497.27,B,Recent Customer
DB-13120,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",48.0,14,2973.094,B,Recent Customer
RO-19780,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",35.0,12,3815.4780000000005,B,Recent Customer
SC-20725,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",187.0,26,5226.209999999999,A,Others
NM-18520,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",244.0,15,2161.9790000000003,C,Almost Lost
RB-19570,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",25.0,9,528.546,C,Recent Customer
SG-20605,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",108.0,13,3124.832000000001,B,Recent Customer
DL-12925,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",57.0,14,3272.2000000000003,B,Recent Customer
CY-12745,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",60.0,11,2900.0260000000003,B,Recent Customer
SM-20320,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",79.0,15,25043.05,A,Others
CS-12505,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",58.0,9,5690.055,B,Recent Customer
GD-14590,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",5.0,6,1888.0700000000002,C,Recent Customer
SC-20845,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",131.0,4,280.63200000000006,C,Recent Customer
BM-11650,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",33.0,29,7294.185,A,Best Customer
EH-14125,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",152.0,18,3082.6530000000002,B,Recent Customer
RW-19630,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",89.0,16,3279.7459999999996,B,Recent Customer
BF-11170,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",16.0,27,5907.972,A,Others
KL-16555,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",16.0,22,5016.488000000001,A,Others
SC-20440,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",36.0,10,1874.9979999999998,C,Recent Customer
FH-14350,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",212.0,14,2271.2839999999997,B,Recent Customer
LW-16990,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",33.0,11,3230.308,B,Recent Customer
FM-14380,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",145.0,14,2523.2659999999996,B,Recent Customer
AH-10465,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",230.0,8,2495.3916,C,Almost Lost
GM-14695,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",117.0,11,6049.966,B,Recent Customer
PV-18985,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",89.0,13,2876.0460000000003,B,Recent Customer
GH-14410,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",75.0,17,2819.4670000000006,B,Recent Customer
KC-16255,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",407.0,10,2120.954,C,Almost Lost
JF-15490,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",121.0,15,1082.9180000000001,B,Recent Customer
VS-21820,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",221.0,8,1055.9809999999998,C,Almost Lost
MC-17635,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",189.0,8,795.1540000000001,C,Recent Customer
AP-10720,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",41.0,19,1638.554,B,Others
GT-14710,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",36.0,29,11820.119999999999,A,Best Customer
PG-18895,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",57.0,17,1987.1640000000002,B,Recent Customer
DM-13525,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",481.0,10,1376.792,C,Almost Lost
MS-17530,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",434.0,7,475.65599999999995,C,Almost Lost
MS-17365,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",273.0,24,7443.6900000000005,A,Others
JA-15970,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",92.0,24,6491.026000000002,A,Others
LT-17110,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",34.0,14,2936.2519999999995,B,Recent Customer
TS-21655,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",238.0,14,3368.094,B,Others
CM-12655,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",27.0,10,6339.557599999999,B,Recent Customer
JL-15835,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",21.0,34,9799.923,A,Best Customer
JL-15175,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",6.0,7,1571.523,C,Recent Customer
DN-13690,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",217.0,11,2139.79,C,Almost Lost
SW-20755,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",534.0,8,758.696,C,Almost Lost
BD-11620,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",69.0,8,1538.1100000000001,C,Recent Customer
DH-13075,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",277.0,23,4932.871999999999,B,Loyal Customer
BF-11275,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",57.0,4,791.9899999999999,C,Recent Customer
CC-12145,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",106.0,11,2471.6500000000005,B,Recent Customer
Dl-13600,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",119.0,6,755.602,C,Recent Customer
MH-17440,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",376.0,9,400.016,C,Almost Lost
SS-20410,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",110.0,12,3056.8069999999993,B,Recent Customer
CM-12235,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",385.0,8,2305.7120000000004,C,Almost Lost
ES-14080,"Perempuan berusia 25-39 dan Belum/Tidak menikah, pekerjaan Officer dengan range salary 1000-1999 di region west",28.0,20,4657.924,A,Others
TB-21280,"Laki-laki berusia 25-39 dan Belum/Tidak menikah, pekerjaan staff dengan range salary 0-999 di region East",583.0,11,2198.45,C,Lost Cheap Customer
MV-17485,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",27.0,15,1560.05,B,Recent Customer
SC-20695,"laki-laki berusia 40-59 dan sudah menikah, pekerjaan Officer dengan range salary 1000-1999 di region East",89.0,14,2576.4080000000004,B,Recent Customer
CJ-11875,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",365.0,1,16.520000000000003,C,Almost Lost
SS-20140,"Perempuan berusia 10-24 dan sudah menikah, pekerjaan customer service dengan range salary 0-999 di region west",15.0,21,1324.0280000000002,B,Others
